"Tipo","Clase","Nombre","Autor","Año","Colección","Estado","Presta","Comunidad","ID","Tel"
"Texto guia","C. sociales","Educacion civica y social","Ministerio de educacion nacional","1969","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Educacion de adultos","Jose Yesid Jimenez Pe�?ola",NA,"general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Educacion de la infancia anormal","M. Prudhommeau","1969","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","educacion especial para ni�?os  discapacitados","roger pierangelo","1998","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Arte","Educacion estetica musica y arte y musicas plasticas","Corporativo","1989","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Educacion familiar, para el segundo a�?o de secundaria","Irene Santolalla Silva","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Salud","Educacion Fisica 2","Corporativo","1992","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Salud","Educacion Fisica 6","Alfredo lopez ortiz","2004","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Educacion fundamental integral y medios de comunicaci�?n social","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Educacion para la democracia","Corporativo","2004","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Educacion religiosa","Corporativo","1986","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Educacion religiosa moral y etica","corporativo","1990","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Educacion religiosa moral y etica","Corporativo","1991","general","Disponible","Name","Comunity","Number","Number"
"revista/ coleccionable","C. sociales","Educacion y cultura/ reforma curricular","FECODE","1985","general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","educar y evangelizar 7","raul tobon tamayo","1991","general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","educar y evangelizar 7","raul tobon tamayo","1991","general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","educar y evangelizar 7","raul tobon tamayo","1991","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Ejercicios de aplicaci�?n, modulo de metalmecanica","Corporativo","1983","general","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","el adivino","rosania faria","no tiene","Infantil","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","el adivino","rosania faria","no tiene",NA,"Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","el agua","murielle couslean","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","el agua","murielle couslean","2007",NA,"Disponible","Name","Comunity","Number","Number"
"libro","castellano","el alferez real","eustaquio palacios","2005","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El alferez real","Eustaquio Palacios",NA,"general","Disponible","Name","Comunity","Number","Number"
"revista/ coleccionable","castellano","El anfitrion","Corporativo","1990","general","Disponible","Name","Comunity","Number","Number"
"revista/ coleccionable","castellano","El anfitrion","Corporativo","1990","general","Disponible","Name","Comunity","Number","Number"
"revista/ coleccionable","castellano","El anfitrion","Corporativo","1990","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el aprendiz","linda sue park","1998","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el aprendiz","linda sue park","1998","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","El arca de noe","Corporativo","1986","Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","El arca de noe","Corporativo","1986","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el as del futbol","moira butterfield","2006","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","el astillero","Juan Carlos Onetti","1961","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","el astillero","Juan Carlos Onetti","1961","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","el astillero","Juan Carlos Onetti","1961","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","el astillero","Juan Carlos Onetti","1961","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","el astillero","Juan Carlos Onetti","1961","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","el bebe ha crecido","dami y alicia casado","2001","Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","el bebe ha llegado","dami y alicia casado","2001","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","el beso de la mujer ara�?a","manuel puig","2004","general","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","el bosque","oscar mu�?oz","1997","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El buho que no podia ulular","Robert Fisher y Beth Kelly","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el caballero de madera","esther jacob",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","el camino de matilde","francisco leal quebedo","2008",NA,"Disponible","Name","Comunity","Number","Number"
"libro","castellano","el campo y el fuego","clemente aro","1972","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el canto de la luna","eider eibar","2005","general","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","el capital","carlos marx","1989","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El carnero","Juan Rodriguez Freyle","vol 23","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El carnero","Juan Rodriguez Freyle","vol 23","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El castellano literario, Sintaxis","Hno. Benildo Matias",NA,"general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","El castillo de iras y no volveras","A. R Almodovar",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","El castillo de iras y no volveras","A. R Almodovar",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","El castillo de iras y no volveras","A. R Almodovar",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el catalejo lacado","philip pullman","1905","general","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","el cerebro y los sentidos","jen green","2008","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","El cid","Anonimo","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el cine era mejor que la vida","Juan diego mejia","2003","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el cine era mejor que la vida","Juan diego mejia","2003","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el cine era mejor que la vida","Juan diego mejia","2003","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","El colegio","Celso roman","2003","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","idiomas","el color de mi entorno","baby",NA,NA,"Disponible","Name","Comunity","Number","Number"
"libro","castellano","el conde de monte cristo","alexandre dumes","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el contrato social","rousseau",NA,"general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el cristal del miedo","mracela serrano","2002","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El criterio","Jaime Balmes","1978","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El cuarto grado de ense�?anza primaria","S. Hernandez Ruiz","1969","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el castellano de los contadores de castellanos","claudio romo",NA,"infantil","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","el cuerpo humano","sheena coupe",NA,NA,"Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El delfin de Luis","michael morpurgo","2003","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","el desierto",NA,NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","el dia loco del profesor kant","laurent moreau","2015","infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","El divorcio de mam�? y pap�? oso","Cornelia Maude","2006","Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","el dragoncito valiente","market pioneer group","2006","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el duende verde de hielo y de fuego","dolores perez","1995",NA,"Disponible","Name","Comunity","Number","Number"
"Libro","castellano","el equipaje de la mariposa","jairo anibal ni�?o","1941","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el equipo de los sue�?os","sergio s. olguin","2004","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el equipo de los sue�?os","sergio s. olguin","2004","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el equipo de los sue�?os","sergio s. olguin","2004","general","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","el espacio","emilie beaumont","2002","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el espiritu del pajaro y el principe rey","jaime bedoya martinez","1999","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","Filosofia","El esplendor de la verdad","Juan Pablo II","1993","general","Disponible","Name","Comunity","Number","Number"
"revista/ coleccionable","Filosofia","El evangelio de San Lucas","Corporativo","1975","general","Disponible","Name","Comunity","Number","Number"
"revista/ coleccionable","Filosofia","El evangelio de San Mateo","Corporativo","1975","general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","el éxito de la motivacion en la educacion","samira thoumi","2003","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el expreso polar","chris van allsburg","2005","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El extra�?o caso del Dr. Jekyll y Mr. Hyde","Robert Louis Stevenson","1988","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El falso Bracman","E. Salgari","1969","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el fantasma de canterville","oscar wilde","1891","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el fantasma de canterville","oscar wilde","2004","GENERAL","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el fantasma de canterville","oscar wilde","1891","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el fantasma de canterville","oscar wilde","2004","GENERAL","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el faro del amanecer perdido","pedro felipe diaz arenas","2002","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","el faro del fin  del mundo","Julio Verne","2003","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","El fascinante universo de la cronica/ proyecto de lenguaje significativo 10","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El fracaso de la ense�?anza","Guillermo Dandarillas","1940","general","Disponible","Name","Comunity","Number","Number"
"libro","Arte","el gran arte y musica de la pintura","riccardo marin","1986","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el gran dilema","alison cragin herzig","1997","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el gran dilema","alison cragin herzig","1997","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el gran dilema","alison cragin herzig","1997","Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","C. sociales","el gran libro de colombia","guillermo abadia","1982","general","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","el gusto y el olfato","plaico editores","2000","infantil","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","el heroe de la dama y el clerico","gloria prado","1903","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el hingenioso hidalgo don quijote de la mancha","miguel de cervantes saavedra","1988",NA,"Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","El hombre y la tierra","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","El hombre, el trabajo y la influencia del dirigente","Boris Trista Perez","1990","general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","el honorable colegial","john  le carre","1977","general","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","el huerto tradicional","miguel limon rojas","1999","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","El idiota","Fedor Dostoievski","2004","general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","El idiota","Fedor Dostoievski","2004","general","Disponible","Name","Comunity","Number","Number"
"revista/ coleccionable","C. naturales","El inspector de recursos C. naturales","Carder","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el jorobado notre dame","Vitor Hugo","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","el juego de las formas","Anthony Browne","1995","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","el jugador","Fedor Dostoievski","2003","GENERAL","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","el jugador","Fedor Dostoievski","2003","GENERAL","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","el jugador","Fedor Dostoievski","2003","GENERAL","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","el jugador","Fedor Dostoievski","2003","GENERAL","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","el jugador","Fedor Dostoievski","2003","GENERAL","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El lazarillo de Tormes","Anonimo","1984","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El lenguage a travez de los textos libres","Ramon Costa Jou","1967","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","El lenguage total 3","Miguel Pe�?alosa, Enrrique Cabeza","1985","general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","el lenguaje secreto del ni�?o","david lewis","1980","Infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","El lenguaje total 3","Miguel pe�?alosa, Enrrique Cabeza","1985","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","El lenguaje total 3","Miguel pe�?alosa, Enrrique Cabeza","1985","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","El lenguaje total 3","Miguel pe�?alosa, Enrrique Cabeza","1985","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","El lenguaje total 3","Miguel pe�?alosa, Enrrique Cabeza","1985","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","El lenguaje total 3","Miguel pe�?alosa, Enrrique Cabeza","1984","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","El lenguaje total 4","Miguel pe�?alosa, Enrrique Cabeza","1985","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","El lenguaje total 5","Miguel pe�?alosa, Enrrique Cabeza","1985","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","El lenguaje total 5","Miguel Pe�?alosa, Enrrique Cabeza","1985","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","El lenguaje total 5","Miguel pe�?alosa, Enrrique Cabeza","1985","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","El lenguaje total 6","Miguel pe�?alosa, Enrrique Cabeza","1986","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","El libro de la salud","A. Fernandes Cruz","1970","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el libro de la selva","rudyard kipling","2003","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el libro de la selva","rudyard kipling","2003","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el libro del taller","secretaria de educacion","2002",NA,"Disponible","Name","Comunity","Number","Number"
"historia universal ilustrada","C. sociales","el liderazgo de europa","john m roberts","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El llamado del bosque y otros castellanos","Jack London","1972","general","Disponible","Name","Comunity","Number","Number"
"revista/ coleccionable","castellano","El malpensante","corporativo","2008","general","Disponible","Name","Comunity","Number","Number"
"cartilla","C. naturales","el mar y la costa","conafe","1997",NA,"Disponible","Name","Comunity","Number","Number"
"libro","castellano","el mar y la serpiente","paula bombara","2006","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el mar y la serpiente","paula bombara","2006","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el mar y la serpiente","paula bombara","2006","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el mar y la serpiente","paula bombara","2006","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el mar y la serpiente","paula bombara","2006","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","El marco logico con enfoque de genero","varios","2003","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el matadero","Esteban Echeverr�a","1990","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el matadero","Esteban Echeverr�a","1990","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el matadero","Esteban Echeverr�a","1990","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el matadero","Esteban Echeverr�a","1990","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el matadero","Esteban Echeverr�a","1990","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el matadero","Esteban Echeverr�a","1990","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el matadero","Esteban Echeverr�a","1990","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el matadero","Esteban Echeverr�a","1990","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","El mejor novio del mundo","Joles Senell","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El milagro mas grande del mundo","OG Mandino","1977","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el misterio de crantock","sergio aguirre","2004","general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","el mundo de la pareja","la pareja","1992","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el mundo de los ni�?os que hace la gente","sin nombre","1973","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el mundo de los ni�?os que hace la gente","sin nombre","1973","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el mundo encantado de ela","gail garson","2002","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","El mundo magico del ingles","corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","El mundo magico del ingles","corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","El mundo magico del ingles","corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","El mundo magico del ingles","corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","El mundo magico del ingles","corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","El mundo magico del ingles","corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","El mundo vegetal","Corporativo","1976","general","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","el mu�?eco de nieve","xoan babarro","no tiene","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","El neoliberalismo, futuro de las instituciones no colectivistas","Corporativo","1981","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","el nido mas bello del mundo","jairo anibal ni�?o","1992","Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","El ni�?o y su amigo","Ziraldo","2003","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","el origen de la familia, la propiedad privada y el estado","F.Engels",NA,"general","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","el origen de la vida","biblioteca salvat","1973","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el oro del depredador","philip reeve",NA,"infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el oro del depredador","philip reeve",NA,"infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el osito amable","jillian harker","2006","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El padre","Jaime Bedoya Martinez","1992","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","El para�so perdido","Jhon Milton","1995","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","El pasado de Colombia","Mercedes Arciniegas Duque","1973","general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","el pastor y las estrellas","eduardo santa","1997","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","el pergamino secreto","karin muller","2016","infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","el primer dia de clases","lliliana cinetto","2001","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El Primer grado de ense�?anza primaria","S. Hernandez Ruiz","1967","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","El principe desmemoriado","A. R Almodovar",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","el principe y el mar","eddy diaz souza","2013","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El problema de los fines generales de la educacion y de la ense�?anza","D. Tirado Benedi","1967","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el puente esta quebrado","celso roman","1947","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el puente esta quebrado","celso roman","1947","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el quijote contado a los ni�?os","rosa navarro duran","2005","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El quinto grado de ense�?anza primaria","S. Hernandez Ruiz","1969","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","El ratoncito perez","A. R Almodovar",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","El regalo mas importante de todos","David Conway","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el rey arturo","haward pyle","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el rey de los negocios","juan felizario","2003","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SABIO","jaime bedoya martines","1988","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","el sapito martin quiere contar las estrellas","lina maria rincon","1977","Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","El sastresillo valiente","Jacob y Wilhelm grimm","2002","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","El segundo viaje de Colon y la expedicion de pedrarias","Nicolas del castillo Mathieu","1973","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","EL SE�?OR DE LOS ANILLOS","JORDI VIDAL","2003","general","Disponible","Name","Comunity","Number","Number"
