"Tipo","Clase","Nombre","Autor","Año","Colección","Estado","Presta","Comunidad","ID","Tel"
"libro","castellano","travesuras de polita","alicia morel","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Trigonometria vectorial","Jorje William Echeverri","1967","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Trigonometria y geometria analitica","Pompilio Hurtado A","1965","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Trigonometria y geometria analitica","Julio Cesar Garcia Zacipa","1980","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Triunfa el sindicato","Sintrafec","1969","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Tu idioma","Carlos Medellin","1967","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Tu idioma primaria","Corporativo","1970","general","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","Tucan aprende una palabra","viviana Bilotti","2010","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","tum y el dragon de fuego","carolina berduque","2010","infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","Turning Points 1/ copias","Robert Saitz","1986","general","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","un angel me soplo al oido","manuel pe�?a mu�?os","1995",NA,"Disponible","Name","Comunity","Number","Number"
"Libro","castellano","un angel para mi",NA,"2008","Infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Un camino para todos","Ciro Alfonso Lobo Serna","1976","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Un castellano para cada dia","georgie adams","2008","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","Filosofia","Un dinamismo en crecimiento","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","Filosofia","Un dinamismo en crecimiento","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"LIBRO","castellano","un elefante en la cristaleria","antonio orlando rodriguez","1995","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","un juego para cada dia","blanca castillo","2006","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","Filosofia","Un lugar para mi hijo","Corporativo","1976","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Un manual para ser ni�?o","Gabriel Garcia Marquez","1995","infantil","Disponible","Name","Comunity","Number","Number"
"castellano","C. sociales","un monton de ogros","espantosos",NA,NA,"Disponible","Name","Comunity","Number","Number"
"libro","castellano","un mundo de gatitos","silvia maturana","2005","Infantil","Disponible","Name","Comunity","Number","Number"
"cartilla","Arte","un mundo de mascaras","creciendo en la selva",NA,NA,"Disponible","Name","Comunity","Number","Number"
"literatura universal","Filosofia","Una aproximacion a la cosmovision de Jose Velez Saenz","Jose Eduardo Velez Arango","1987","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","una medicina para no llorar",NA,"2003","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","UNA TEMPORADA EN EL INFIERNO","arthur rimbaud","1998","general","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","una vaca querida","laura antillano","1996",NA,"Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","United Teachers/ book 1","United Teacher`s",NA,"general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","C. sociales","Universitas: La matematica","Corporativo","2000","general","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","V congreso  de arqueologia en colombia","Alberto Uribe correa","2008","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Valores sexualidad y vida","UCM","2000","general","Disponible","Name","Comunity","Number","Number"
"diccionario enciclopedico","castellano","veh zyr","Corporativo","1976","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","veinte mil lenguas de viaje submarino","Corporativo","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","veinte mil lenguas de viaje submarino","Corporativo","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","veinte mil lenguas de viaje submarino","Corporativo","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","veinte mil lenguas de viaje submarino","Corporativo","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","veinte mil lenguas de viaje submarino","Corporativo","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","veinte mil lenguas de viaje submarino","Corporativo","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","veinte mil lenguas de viaje submarino","julio verne","1905","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","verzoos","maria martin","2010","infantil","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","viaje al centro de la tierra","jules verne","1905","GENERAL","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","viaje al corazon del mar negro","avelino bassols","1992","GENERAL","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","Vida 2","Diana Lineth Parga Lozano","2005","general","Disponible","Name","Comunity","Number","Number"
"Historia","castellano","Vida de Porfirio Barra Jacob","Juan B. Jaramillo Meza","1971","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Vida, tiempo y espacio 1","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Vida, tiempo y espacio 2","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Vida, tiempo y espacio 4","Corporativo","1975","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Vida, tiempo y espacio 4","Corporativo","1975","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Vida, tiempo y espacio 5","Corporativo","1976","general","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","viva franco","Fernando Vizcaino Casas","1980","infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Vivamos en comunidad 5","Rodrigo losada lora","1988","general","Disponible","Name","Comunity","Number","Number"
"Libro","C. sociales","vivienda y empleo derechos que cuestan",NA,NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Volumen de los solidos","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"revista/ coleccionable","C. sociales","WAYUU","Corporativo","1994","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","Windows 4","varios","1995","general","Disponible","Name","Comunity","Number","Number"
"diccionario enciclopedico","Matematicas","x3+","Corporativo","1976","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","y el viento me platico","rocio barbara salazar","1990","Infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","Yes! English for children","Lars Mellgren Michael Walker","1977","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Yo le�?n","A. R Almodovar",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","yo tambien","susan winter","1993","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","yo te cuido","luisa noguera arrieta","2011","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","yo te cuido","luisa noguera arrieta","2011","Infantil","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","yo te cuido","luisa noguera arrieta","2011",NA,"Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","yo te cuido","luisa noguera arrieta","2011",NA,"Disponible","Name","Comunity","Number","Number"
"literatura universal","Filosofia","Yo venci al mundo una vision cristiana de Dios, el universo y de la historia","Ernrique Neira","1966","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","yo, el gran fercho, y la lista perdida","marjorie weinman sharmat","1995","infantil","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","yurupari","conde ermanno stradelli","2005","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Zoro","Jairo Anibal Ni�?o","1997","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El ni�o y el r�o","Henri Bosco","2006","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","La viuda y el loro","Virginia Woolf","2009","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos de algodon ","Corporativo","1995","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos de Fuego","Corporativo","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos de Viento","Corporativo","1993","infantil","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Cuentos de espuma","Corporativo","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos de Arena","Corporativo","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos de Espejos","Corporativo","1995","infantil","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Odette: hija de la revoluci�n Francesa","Jacqueline Balcells","1993","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Chimalpopoca: Ni�o Azteca","Jacqueline Balcells","2010","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","AK: pintor de cavernas","Jacqueline Balcells","2010","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Amaru: Correo Inca","Jacqueline Balcells","2010","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Esplandi�n: Caballero andante","Jacqueline Balcells","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","M�ximo: Poeta romano","Jacqueline Balcells","2010","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Alonso: Pasajero de la mar oc�ano","Jacqueline Balcells","2010","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Micaela no sabe jugar","Jos� Luis Olaizola","1993","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Micaela no sabe jugar","Jos� Luis Olaizola","1993","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Micaela no sabe jugar","Jos� Luis Olaizola","1993","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Micaela no sabe jugar","Jos� Luis Olaizola","1993","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El vendedor de agugeros ","Miguel Angel Mendo","1987","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El vendedor de agugeros ","Miguel Angel Mendo","1987","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El vendedor de agugeros ","Miguel Angel Mendo","1987","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El cuchipando","Fernando Alemena","1991","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El cuchipando","Fernando Alemena","1991","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El libro de las vacas gordas","Juan Antonio de laiglesia","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El libro de las vacas gordas","Juan Antonio de laiglesia","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El libro de las vacas gordas","Juan Antonio de laiglesia","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El libro de las vacas gordas","Juan Antonio de laiglesia","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El libro de las vacas gordas","Juan Antonio de laiglesia","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El maestro ciruela","Fernando Alemena","1987","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Rafael Pombo: Coraz�n de Gorrion","Jairo Anibal Ni�o","2007","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Nueve mil kil�metros y tu abrazo","Juan Carlos M�ndez Gu�dez","2006","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Nueve mil kil�metros y tu abrazo","Juan Carlos M�ndez Gu�dez","2006","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Nueve mil kil�metros y tu abrazo","Juan Carlos M�ndez Gu�dez","2006","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Nueve mil kil�metros y tu abrazo","Juan Carlos M�ndez Gu�dez","2006","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Nueve mil kil�metros y tu abrazo","Juan Carlos M�ndez Gu�dez","2006","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Max y los felinos","Moacyr Scliar","2006","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Max y los felinos","Moacyr Scliar","2006","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Max y los felinos","Moacyr Scliar","2006","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Un diamante para el rey","Mar�a Isabel Molina Llorente","2001","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Un diamante para el rey","Mar�a Isabel Molina Llorente","2001","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El Violinista del rey animoso","Cesar Vidal","2001","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Mi T�o Teo","Pilar Mateos","2000","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Mi Amigo el unicornio","Antonio Martinez Mench�n","2002","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","!Qu� mala cara tienes!","Javier V�squez","1995","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","La llamada de las tres reinas","Xo�n Babarro","1991","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Un Secreto en mi colegio","Ang�lica Dossetti","2009","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Perro y gato","R.F.Poyanco","2007","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Perro y gato","R.F.Poyanco","2007","infantil","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","?para qu� sirven los dientes?","Corporativo","","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos para jugar","gianni rodari","1987","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El lugar m�s bonito del mundo","Ann Cameron","2000","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Los besos de Mar�a","Triunfo Arciniegas","2001","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","!Ay, cu�nto me quiero!","Mauricio Paredes","2007","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","!Ay, cu�nto me quiero!","Mauricio Paredes","2007","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","!Ay, cu�nto me quiero!","Mauricio Paredes","2007","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Los cretinos","Roald Dahl","2000","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","D�as con sapo y sepo","Arnold Lobel","2002","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Carlos","Ivar Da Coll","2001","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cu�date de los extra�os","Ana Luisa L�pez Velasco","","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Hablando se entiende la gente","Susan Pick de Weiss","","infantil","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","La luz mala ","Ana Mar�a Shua","2005","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Del amor nacen los r�os ","Mar�a Cristina Ramos","2005","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Lo que cuentan los Collas","Miguel Angel Palermo","2006","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Lo que cuentan los onas","Miguel Angel Palermo","2005","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Los encantadores de gusanos ","Nicholas Fisk","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","1 mundo manga: Pobreza","Corporativo","2008","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Textos de tradici�n oral Colombiana","Corporativo","1991","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El ni�o que se atrevi� a volar ","Jos� Mart�nez S�nchez","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El ni�o que se atrevi� a volar ","Jos� Mart�nez S�nchez","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El pa�s de la infancia feliz ","Hernando Garc�a Mej�a","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El pa�s de la infancia feliz ","Hernando Garc�a Mej�a","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El pa�s de la infancia feliz ","Hernando Garc�a Mej�a","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Tomas�n bigotes ","Hernando Garc�a Mej�a","1992","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos del amanecer","Hernando Garc�a Mej�a","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos del amanecer","Hernando Garc�a Mej�a","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos del amanecer","Hernando Garc�a Mej�a","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos del amanecer","Hernando Garc�a Mej�a","1990","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos del amanecer","Hernando Garc�a Mej�a","1990","general","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","!Abracadabra, llegar�n los gemelos!","Bertrand Gauthier","1993","infantil","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","!Abracadabra, llegar�n los gemelos!","Bertrand Gauthier","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Marcos la pulga en la escuela","Gilles Gauthier","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Marcos la pulga en la escuela","Gilles Gauthier","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Marcos la pulga en la escuela","Gilles Gauthier","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Una tempestad en un vaso de agua","Marie-Francine H�bert","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Una tempestad en un vaso de agua","Marie-Francine H�bert","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Una tempestad en un vaso de agua","Marie-Francine H�bert","1994","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Una tempestad en un vaso de agua","Marie-Francine H�bert","1995","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Una tempestad en un vaso de agua","Marie-Francine H�bert","1996","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Babucha est� celosa","Gilles Gauthier","2000","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Babucha est� celosa","Gilles Gauthier","2000","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Babucha est� celosa","Gilles Gauthier","2000","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Babucha est� celosa","Gilles Gauthier","2000","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Babucha est� celosa","Gilles Gauthier","2000","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Babucha est� celosa","Gilles Gauthier","2000","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Una chaqueta en la piel","Marie-Francine H�bert","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Una chaqueta en la piel","Marie-Francine H�bert","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Una chaqueta en la piel","Marie-Francine H�bert","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Una chaqueta en la piel","Marie-Francine H�bert","1992","infantil","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","!Nada locos, los gemelos!","Bertrand Gauthier","1992","infantil","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","!Nada locos, los gemelos!","Bertrand Gauthier","1992","infantil","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","!Nada locos, los gemelos!","Bertrand Gauthier","1992","infantil","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","!Nada locos, los gemelos!","Bertrand Gauthier","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Awa en el desierto","Francoies Pratte","2000","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Awa en el desierto","Francoies Pratte","2000","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Ciclovilla","Raymond Plante","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El blabl� de los gemelos","Bertrand Gauthier","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El ejercito rosado de Awa","Francoies Pratte","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El ejercito rosado de Awa","Francoies Pratte","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El ejercito rosado de Awa","Francoies Pratte","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El ejercito rosado de Awa","Francoies Pratte","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El pap� de Arturo","Ginette Anfouse","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El pap� de Arturo","Ginette Anfouse","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El pap� de Arturo","Ginette Anfouse","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El pap� de Arturo","Ginette Anfouse","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El pap� de Arturo","Ginette Anfouse","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El pap� de Arturo","Ginette Anfouse","1992","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El perro de Arturo","Ginette Anfouse","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El perro de Arturo","Ginette Anfouse","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El Crimen de lord Arthur Savile ","Oscar Wilde","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Tinta negra: Cuentos policiales","varios","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El matadero y otros textos ","varios","2009","general","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Rebeli�n en la granja ","George Orwell","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El diablito en la botella ","R.L. Stevenson ","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos de la selva","Horacio Quiroga ","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El extra�o caso del doctor Jekyll y el se�or Hyde","Robert Louis","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Edipo rey Ant�gona","S�focles ","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Mitos en acci�n 1: La guerra de troya","Guillermo C�charo","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El fantasma de Canterville","Oscar Wilde","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Las botas rojas ","Karlos Linazasoro","2000","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Las botas rojas ","Karlos Linazasoro","2000","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Alas de mosca para �ngel","Fina Casalderrey","1998","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","La bolsa o la vida","Hazel Townson","1997","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Una nariz muy larga ","Lukas Hartmann","1997","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","L�grimas de sangre","Jordi Sierra I ","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Mar�a Estuardo ","Friedrich Schiller","2010","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Frankenstein o el moderno prometeo","Mary shelley","2009","general","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Letra y m�sica: la poesia en la canci�n","J.M. Serrat","2010","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos en acci�n: antologia bas�ca del cuento","L. Lugones","2010","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El viaje del se�or Perrichon","Eugene Labiche","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Bola de sebo y otros cuentos","Henry Ren�","2009","general","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Mitos en acci�n 2: amor y aventura ","Guillermo C�charo","2009","general","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","A capa y espada: relatos de la �pica mediaval","Nicol�s Shuff","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Jettatore","Gregorio de Laferrere","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Estudio en escarlata ","Arthur Conan","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Odette: hija de la revoluci�n Francesa","Jhon Buchan","2010","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Los dos diarios ","Tristan Bernard","2010","general","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Lazarillo de Tormes","Anonimo","2010","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Los camimos del quijote","Ang�les Durini","2010","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Las vacaciones de Rosalia","Ginette Anfouse","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Las vacaciones de Rosalia","Ginette Anfouse","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Las vacaciones de Rosalia","Ginette Anfouse","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Las vacaciones de Rosalia","Ginette Anfouse","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Las vacaciones de Rosalia","Ginette Anfouse","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Las vacaciones de Rosalia","Ginette Anfouse","1994","general","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Los Prisioneros del Zoologico","Denis Cote","1994","general","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Los Prisioneros del Zoologico","Denis Cote","1994","general","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Los Prisioneros del Zoologico","Denis Cote","1994","general","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Los Prisioneros del Zoologico","Denis Cote","1994","general","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Los Prisioneros del Zoologico","Denis Cote","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Ani Croche","Bertrand Gauthier","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Ani Croche","Bertrand Gauthier","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Ani Croche","Bertrand Gauthier","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Casuarino y el libro encantado de los chacaneques","Julia Calzadilla ","1998","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Concierto para escalera y orquesta ","Antonio Orlando Rodr�guez","1995","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Concierto para escalera y orquesta ","Antonio Orlando Rodr�guez","1995","general","Disponible","Name","Comunity","Number","Number"
